,message,label,player,special_token_message,match
2242,ggwp,,8,[Team1][Player3]: ggwp,32
2243,gg,,0,[Team0][Player0]: gg,32
2244,ward on shrine really does help win games lol,,6,[Team1][Player1]: ward on shrine really does help win games lol,99
2245,saw me tp in and already had your cores use a tp to come top lol,,6,[Team1][Player1]: saw me tp in and already had your cores use a tp to come top lol,99
2246,gg wp,,0,[Team0][Player0]: gg wp,99
2247,ggwp,,1,[Team0][Player1]: ggwp,99
2248,GG,,2,[Team0][Player2]: GG,99
2249,gg wp,,7,[Team1][Player2]: gg wp,99
2250,ahmad maslan terus,,1,[Team0][Player1]: ahmad maslan terus,81
2251,parok tu,,1,[Team0][Player1]: parok tu,81
2252,?,,6,[Team1][Player1]: ?,81
2253,pak you,x,6,[Team1][Player1]: pak you,81
2254,pak u tok u,x,1,[Team0][Player1]: pak u tok u,81
2255,GG retard,x,6,[Team1][Player1]: GG retard,81
2256,tok u,x,3,[Team0][Player3]: tok u,81
2257,nate berok,,0,[Team0][Player0]: nate berok,81
2258,EZ noob,,6,[Team1][Player1]: EZ noob,81
2259,hahha,,1,[Team0][Player1]: hahha,81
2260,ez,,1,[Team0][Player1]: ez,81
2261,ty,,3,[Team0][Player3]: ty,81
2262,?,,6,[Team1][Player1]: ?,81
2263,mangat telor,,3,[Team0][Player3]: mangat telor,81
2264,gg,,3,[Team0][Player3]: gg,81
2265,haha,,3,[Team0][Player3]: haha,81
2266,die bitch,,9,[Team1][Player4]: die bitch,81
2267,gahahahahahaha,,1,[Team0][Player1]: gahahahahahaha,81
2268,are u ok sf ulti my illu just now,,3,[Team0][Player3]: are u ok sf ulti my illu just now,81
2269,ya,,7,[Team1][Player2]: ya,81
2270,haha,,7,[Team1][Player2]: haha,81
2271,wtf,,0,[Team0][Player0]: wtf,81
2272,bs can rearn?,,0,[Team0][Player0]: bs can rearn?,81
2273,ez,,0,[Team0][Player0]: ez,81
2274,ez,,1,[Team0][Player1]: ez,81
2275,ahaha,,0,[Team0][Player0]: ahaha,81
2276,GG,,6,[Team1][Player1]: GG,81
2277,noob,,1,[Team0][Player1]: noob,81
2278,sad,,3,[Team0][Player3]: sad,81
2279,sad,,3,[Team0][Player3]: sad,81
2280,ez mid,,0,[Team0][Player0]: ez mid,81
2281,sad,,3,[Team0][Player3]: sad,81
2282,sd,,0,[Team0][Player0]: sd,81
2283,sad,,3,[Team0][Player3]: sad,81
2284,sad,,3,[Team0][Player3]: sad,81
2285,sad,,3,[Team0][Player3]: sad,81
2286,gg,,0,[Team0][Player0]: gg,96
2287,report fucking treant,,0,[Team0][Player0]: report fucking treant,96
2288,nice ukt,,3,[Team0][Player3]: nice ukt,96
2289,Gg,,3,[Team0][Player3]: Gg,96
2290,Can you suck a dick?,,3,[Team0][Player3]: Can you suck a dick?,96
2291,please?,,3,[Team0][Player3]: please?,96
2292,was it worth it,,3,[Team0][Player3]: was it worth it,96
2293,?,,3,[Team0][Player3]: ?,96
2294,1 sup for 3 cores,,3,[Team0][Player3]: 1 sup for 3 cores,96
2295,next time don t pick fucking 4 carries,,0,[Team0][Player0]: next time don t pick fucking 4 carries,96
2296,gg,,2,[Team0][Player2]: gg,96
2297,Fuck this game,,3,[Team0][Player3]: Fuck this game,96
2298,boring as fuck game,,0,[Team0][Player0]: boring as fuck game,96
2299,clasic am game...,,2,[Team0][Player2]: clasic am game...,96
2300,w8,,2,[Team0][Player2]: w8,16
2301,wc,,2,[Team0][Player2]: wc,16
2302,1 min,,2,[Team0][Player2]: 1 min,16
2303,ty,,2,[Team0][Player2]: ty,16
2304,so close..,,9,[Team1][Player4]: so close..,16
2305,throne,,6,[Team1][Player1]: throne,16
2306,indeed,,9,[Team1][Player4]: indeed,16
2307,just end,,9,[Team1][Player4]: just end,16
2308,see,,4,[Team0][Player4]: see,16
2309,so close,,4,[Team0][Player4]: so close,16
2310,blademail and ulti,,9,[Team1][Player4]: blademail and ulti,16
2311,you dead,,9,[Team1][Player4]: you dead,16
2312,but can t both so fast,,9,[Team1][Player4]: but can t both so fast,16
2313,im not,,4,[Team0][Player4]: im not,16
2314,try again?,,9,[Team1][Player4]: try again?,16
2315,gg,,1,[Team0][Player1]: gg,16
2316,wait,,9,[Team1][Player4]: wait,16
2317,door,,9,[Team1][Player4]: door,16
2318,ahahha,,1,[Team0][Player1]: ahahha,16
2319,haha,,2,[Team0][Player2]: haha,11
2320,haha,,2,[Team0][Player2]: haha,11
2321,haha,,2,[Team0][Player2]: haha,11
2322,SAGWA NG SKILL,,2,[Team0][Player2]: SAGWA NG SKILL,11
2323,HAHA,,2,[Team0][Player2]: HAHA,11
2324,hahahahaha,,3,[Team0][Player3]: hahahahaha,11
2325,nagtawag,,3,[Team0][Player3]: nagtawag,11
2326,HAHA,,2,[Team0][Player2]: HAHA,11
2327,lol,,5,[Team1][Player0]: lol,11
2328,wtf,,2,[Team0][Player2]: wtf,11
2329,HAHHA,,2,[Team0][Player2]: HAHHA,11
2330,PLAG,,2,[Team0][Player2]: PLAG,11
2331,wtf,,2,[Team0][Player2]: wtf,11
2332,eND,,2,[Team0][Player2]: eND,11
2333,win,,9,[Team1][Player4]: win,11
2334,easy,,9,[Team1][Player4]: easy,11
2335,easy,,9,[Team1][Player4]: easy,11
2336,D,,9,[Team1][Player4]: D,11
2337,:D,,1,[Team0][Player1]: :D,76
2338,че за хуйня,,5,[Team1][Player0]: че за хуйня,76
2339,какие 2 суицида,,5,[Team1][Player0]: какие 2 суицида,76
2340,он ливнул,,5,[Team1][Player0]: он ливнул,76
2341,он ливнул,,6,[Team1][Player1]: он ливнул,76
2342,алё,,6,[Team1][Player1]: алё,76
2343,он ливнул,,8,[Team1][Player3]: он ливнул,76
2344,читай чат,,8,[Team1][Player3]: читай чат,76
2345,даун,,8,[Team1][Player3]: даун,76
2346,читайте чат,,6,[Team1][Player1]: читайте чат,76
2347,read chat,,5,[Team1][Player0]: read chat,76
2348,gg,,5,[Team1][Player0]: gg,76
2349,gg,,5,[Team1][Player0]: gg,76
2350,ЛОХИ !,x,3,[Team0][Player3]: ЛОХИ !,76
2351,ЁБАННЫЕ,x,3,[Team0][Player3]: ЁБАННЫЕ,76
2352,pa,,3,[Team0][Player3]: pa,80
2353,hah,,7,[Team1][Player2]: hah,80
2354,haha,,7,[Team1][Player2]: haha,80
2355,sad,,3,[Team0][Player3]: sad,80
2356,asdas,,3,[Team0][Player3]: asdas,80
2357,asd,,3,[Team0][Player3]: asd,80
2358,Aw,,6,[Team1][Player1]: Aw,80
2359,def,,0,[Team0][Player0]: def,80
2360,haha,,3,[Team0][Player3]: haha,80
2361,hahahaha,,3,[Team0][Player3]: hahahaha,80
2362,haha,,9,[Team1][Player4]: haha,80
2363,gg,,3,[Team0][Player3]: gg,80
2364,gg,,3,[Team0][Player3]: gg,80
2365,gg,,3,[Team0][Player3]: gg,80
2366,gg,,3,[Team0][Player3]: gg,80
2367,gg,,3,[Team0][Player3]: gg,80
2368,gg,,3,[Team0][Player3]: gg,80
2369,gg,,2,[Team0][Player2]: gg,80
2370,FFFGGGEZ,,0,[Team0][Player0]: FFFGGGEZ,80
2371,haha,,1,[Team0][Player1]: haha,80
2372,lol,,6,[Team1][Player1]: lol,80
2373,Gegege,,1,[Team0][Player1]: Gegege,80
2374,haha,,3,[Team0][Player3]: haha,80
2375,LEL,,4,[Team0][Player4]: LEL,80
2376,commend,,3,[Team0][Player3]: commend,80
2377,спс за отвод,,5,[Team1][Player0]: спс за отвод,7
2378,try harder,,1,[Team0][Player1]: try harder,7
2379,:))))),,0,[Team0][Player0]: :))))),7
2380,лайк,,5,[Team1][Player0]: лайк,7
2381,UR DEFENDING :))),,0,[Team0][Player0]: UR DEFENDING :))),7
2382,commend me,,5,[Team1][Player0]: commend me,7
2383,:(,,0,[Team0][Player0]: :(,7
2384,=)))))))))),,1,[Team0][Player1]: =)))))))))),7
2385,:))))))))))))))))))))))),,0,[Team0][Player0]: :))))))))))))))))))))))),7
2386,:))) too fun,,3,[Team0][Player3]: :))) too fun,7
2387,=)))))),,5,[Team1][Player0]: =)))))),7
2388,GG HARD:))))),,0,[Team0][Player0]: GG HARD:))))),7
2389,has predicted thier team will win!,,0,[Team0][Player0]: has predicted thier team will win!,29
2390,xd,,4,[Team0][Player4]: xd,29
2391,has left the game.,,4,[Team0][Player4]: has left the game.,29
2392,has as streak of 10 successfully predicted wins.,,0,[Team0][Player0]: has as streak of 10 successfully predicted wins.,29
2393,has abandoned the game.,,2,[Team0][Player2]: has abandoned the game.,29
2394,has abanonede the game.,,4,[Team0][Player4]: has abanonede the game.,29
2395,GG,,0,[Team0][Player0]: GG,29
2396,RPAMAGE,,0,[Team0][Player0]: RPAMAGE,29
2397,cmd me,,2,[Team0][Player2]: cmd me,29
2398,sCCC,,4,[Team0][Player4]: sCCC,29
2399,gg,,4,[Team0][Player4]: gg,29
2400,cmd me,,2,[Team0][Player2]: cmd me,29
2401,scccc,,2,[Team0][Player2]: scccc,29
2402,Scccccccccccc,,2,[Team0][Player2]: Scccccccccccc,29
2403,HAHHA,,0,[Team0][Player0]: HAHHA,29
2404,GG,,0,[Team0][Player0]: GG,29
2405,SCCC,,0,[Team0][Player0]: SCCC,29
2406,ты че пес,,1,[Team0][Player1]: ты че пес,93
2407,АХАХАХ,,9,[Team1][Player4]: АХАХАХ,93
2408,АХ,,9,[Team1][Player4]: АХ,93
2409,),,1,[Team0][Player1]: ),93
2410,АААААААААА,,5,[Team1][Player0]: АААААААААА,93
2411,через,,9,[Team1][Player4]: через,93
2412,шб,,9,[Team1][Player4]: шб,93
2413,игратЬ,,9,[Team1][Player4]: игратЬ,93
2414,мать,,9,[Team1][Player4]: мать,93
2415,не дсохла?,,9,[Team1][Player4]: не дсохла?,93
2416,Че ты рот открыл,,1,[Team0][Player1]: Че ты рот открыл,93
2417,как проебатЬ,,9,[Team1][Player4]: как проебатЬ,93
2418,игру,,9,[Team1][Player4]: игру,93
2419,"что блять, одному слабо?",,8,"[Team1][Player3]: что блять, одному слабо?",15
2420,),,2,[Team0][Player2]: ),15
2421,"зовешь помощь, уебок на бустере?",,8,"[Team1][Player3]: зовешь помощь, уебок на бустере?",15
2422,я не зову,,2,[Team0][Player2]: я не зову,15
2423,они сами приходят,,2,[Team0][Player2]: они сами приходят,15
2424,(,,2,[Team0][Player2]: (,15
2425,это раскойловка,,0,[Team0][Player0]: это раскойловка,15
2426,да я понял),,5,[Team1][Player0]: да я понял),15
2427,чисто так,,5,[Team1][Player0]: чисто так,15
2428,размяться,,5,[Team1][Player0]: размяться,15
2429,я в ахуе с тебя,,5,[Team1][Player0]: я в ахуе с тебя,15
2430,вечно под клареткой,,5,[Team1][Player0]: вечно под клареткой,15
2431,КАК ТЫ ЭТО ДЕЛАЕШЬ,,9,[Team1][Player4]: КАК ТЫ ЭТО ДЕЛАЕШЬ,15
2432,ДЕМОНЮГА,,9,[Team1][Player4]: ДЕМОНЮГА,15
2433,мы нга роше,,2,[Team0][Player2]: мы нга роше,15
2434,гоу драку,,2,[Team0][Player2]: гоу драку,15
2435,вот объясните,,8,[Team1][Player3]: вот объясните,15
2436,почему у вас попадается бустер,,8,[Team1][Player3]: почему у вас попадается бустер,15
2437,а у нас - дебустер,,8,[Team1][Player3]: а у нас - дебустер,15
2438,я не бустер,,2,[Team0][Player2]: я не бустер,15
2439,"не спорю, я плох",,8,"[Team1][Player3]: не спорю, я плох",15
2440,но блять,,8,[Team1][Player3]: но блять,15
2441,я бутер,,2,[Team0][Player2]: я бутер,15
2442,а я томат,,8,[Team1][Player3]: а я томат,15
2443,да норм всё,,2,[Team0][Player2]: да норм всё,15
2444,я начинка для бутера,,1,[Team0][Player1]: я начинка для бутера,15
2445,в некст игре поиграем вместе,,2,[Team0][Player2]: в некст игре поиграем вместе,15
2446,тупа изи засалил,,9,[Team1][Player4]: тупа изи засалил,15
2447,https://anylvl.com,,2,[Team0][Player2]: https://anylvl.com,15
2448,https://anylvl.com,,2,[Team0][Player2]: https://anylvl.com,15
2449,:D,,9,[Team1][Player4]: :D,15
2450,конча на фуре,,7,[Team1][Player2]: конча на фуре,15
2451,идет в лес когда там вк,,7,[Team1][Player2]: идет в лес когда там вк,15
2452,о,,0,[Team0][Player0]: о,15
2453,не спорю,,0,[Team0][Player0]: не спорю,15
2454,предыдыщую,,0,[Team0][Player0]: предыдыщую,15
2455,собирает мидас),,7,[Team1][Player2]: собирает мидас),15
2456,также было,,0,[Team0][Player0]: также было,15
2457,и афк там стоит),,7,[Team1][Player2]: и афк там стоит),15
2458,да,,0,[Team0][Player0]: да,15
2459,мидас файзы,,0,[Team0][Player0]: мидас файзы,15
2460,после орчид,,0,[Team0][Player0]: после орчид,15
2461,сплитает бот когда падает база,,7,[Team1][Player2]: сплитает бот когда падает база,15
2462,и всю карту так,,0,[Team0][Player0]: и всю карту так,15
2463,спс,,7,[Team1][Player2]: спс,15
2464,2 min please <3,,0,[Team0][Player0]: 2 min please <3,27
2465,no =3,,8,[Team1][Player3]: no =3,27
2466,a v chem prekol offlane zeusa?,,2,[Team0][Player2]: a v chem prekol offlane zeusa?,27
2467,xz )0)0,,8,[Team1][Player3]: xz )0)0,27
2468,ymirat' hochet chasto,,8,[Team1][Player3]: ymirat' hochet chasto,27
2469,a v chem prikol translita?,,8,[Team1][Player3]: a v chem prikol translita?,27
2470,ya zhivu v dubayah tut net ru klavi,,2,[Team0][Player2]: ya zhivu v dubayah tut net ru klavi,27
2471,GO ROSHANA POKA ONI NE VIDYAT,,7,[Team1][Player2]: GO ROSHANA POKA ONI NE VIDYAT,27
2472,OY,,7,[Team1][Player2]: OY,27
2473,XD,,8,[Team1][Player3]: XD,27
2474,OY,,1,[Team0][Player1]: OY,27
2475,ебать ты смешной,,3,[Team0][Player3]: ебать ты смешной,27
2476,АХАХАХАХАХАХ,,3,[Team0][Player3]: АХАХАХАХАХАХ,27
2477,YJE NE POIDEM (go),,8,[Team1][Player3]: YJE NE POIDEM (go),27
2478,vashimi herychami tok roshu zabirat,,2,[Team0][Player2]: vashimi herychami tok roshu zabirat,27
2479,АХАХАХАХААХАХХА,,3,[Team0][Player3]: АХАХАХАХААХАХХА,27
2480,HJ@H@HH@H@H@H@H@H@,,7,[Team1][Player2]: HJ@H@HH@H@H@H@H@H@,27
2481,МНОГО ФЛАСОК И РОША НАШ,,8,[Team1][Player3]: МНОГО ФЛАСОК И РОША НАШ,27
2482,СПОРИМ?))))))))))),,8,[Team1][Player3]: СПОРИМ?))))))))))),27
2483,го купол на фонтан,,3,[Team0][Player3]: го купол на фонтан,27
2484,АХАХАХАХАХА,,3,[Team0][Player3]: АХАХАХАХАХА,27
2485,АХАХАХАХАХАХАХ,,3,[Team0][Player3]: АХАХАХАХАХАХАХ,27
2486,H@H@H@H@H@H@H@,,7,[Team1][Player2]: H@H@H@H@H@H@H@,27
2487,ГО ФОНТАН НА КУПОЛ,,8,[Team1][Player3]: ГО ФОНТАН НА КУПОЛ,27
2488,X@X@X@X@X@,,8,[Team1][Player3]: X@X@X@X@X@,27
2489,ЗЕВС УЛЬТ,,3,[Team0][Player3]: ЗЕВС УЛЬТ,27
2490,АХАХАХАХАХ,,3,[Team0][Player3]: АХАХАХАХАХ,27
2491,АХАХАХАХАХ,,3,[Team0][Player3]: АХАХАХАХАХ,27
2492,НЕ СМОЖЕТ Я УЛЬТАНУЛ УЖЕ,,8,[Team1][Player3]: НЕ СМОЖЕТ Я УЛЬТАНУЛ УЖЕ,27
2493,ZUS YMRESH PERVIY,,7,[Team1][Player2]: ZUS YMRESH PERVIY,27
2494,STOY POD T2,,7,[Team1][Player2]: STOY POD T2,27
2495,ХАХАХАХАХАХ СМЕШНО ПИЗДЕЦ АХАХХАХАХАХА ЩА СОСЕДУ РАССКАЖУ,,8,[Team1][Player3]: ХАХАХАХАХАХ СМЕШНО ПИЗДЕЦ АХАХХАХАХАХА ЩА СОСЕДУ РАССКАЖУ,27
2496,c утреца на юморок потянуло,,1,[Team0][Player1]: c утреца на юморок потянуло,27
2497,ТОЖЕ ПОСМЕЕТЬСЯ И БУДЕТ РЖАТЬ,,8,[Team1][Player3]: ТОЖЕ ПОСМЕЕТЬСЯ И БУДЕТ РЖАТЬ,27
2498,все 9 ахахахха,,3,[Team0][Player3]: все 9 ахахахха,27
2499,АХАХАХАХАХА,,3,[Team0][Player3]: АХАХАХАХАХА,27
2500,OTSTAVIT PAUSU,,7,[Team1][Player2]: OTSTAVIT PAUSU,27
2501,убер ты случаем не из новосибирска?,,8,[Team1][Player3]: убер ты случаем не из новосибирска?,27
2502,нтк убер ахахахахахах,,3,[Team0][Player3]: нтк убер ахахахахахах,27
2503,TY <3,,0,[Team0][Player0]: TY <3,27
2504,А то чувствую отморозили тебе весь юмор,,8,[Team1][Player3]: А то чувствую отморозили тебе весь юмор,27
2505,АХХАХАХАХАХА,,8,[Team1][Player3]: АХХАХАХАХАХА,27
2506,YA JDAL VOID,,7,[Team1][Player2]: YA JDAL VOID,27
2507,ахахахаха,,3,[Team0][Player3]: ахахахаха,27
2508,ha?,,0,[Team0][Player0]: ha?,27
2509,хватит плиз,,3,[Team0][Player3]: хватит плиз,27
2510,АХАХАХХА,,3,[Team0][Player3]: АХАХАХХА,27
2511,what a fucking russian dogs :),x,0,[Team0][Player0]: what a fucking russian dogs :),27
2512,ХА ХА ХА У ИНВОКЕРА МАТЬ МЕРТВА,x,8,[Team1][Player3]: ХА ХА ХА У ИНВОКЕРА МАТЬ МЕРТВА,27
2513,AHAHAHHA,,7,[Team1][Player2]: AHAHAHHA,27
2514,на сука по двоим,,3,[Team0][Player3]: на сука по двоим,27
2515,Слышь в мать закинь сан страйк,,8,[Team1][Player3]: Слышь в мать закинь сан страйк,27
2516,VOID NE ZNAET,,7,[Team1][Player2]: VOID NE ZNAET,27
2517,твоя мать моя мать,,3,[Team0][Player3]: твоя мать моя мать,27
2518,брат,,3,[Team0][Player3]: брат,27
2519,CHTO YA GOVORY,,7,[Team1][Player2]: CHTO YA GOVORY,27
2520,го инцест,,3,[Team0][Player3]: го инцест,27
2521,ahahha,,9,[Team1][Player4]: ahahha,27
2522,А это же против тебя я на дк должен был стоять,,8,[Team1][Player3]: А это же против тебя я на дк должен был стоять,27
2523,Сан страйкер),,8,[Team1][Player3]: Сан страйкер),27
2524,"теперь я сало а ты инво, а то тогда ливнули все)",,8,"[Team1][Player3]: теперь я сало а ты инво, а то тогда ливнули все)",27
2525,кайф,,3,[Team0][Player3]: кайф,27
2526,1 min,,0,[Team0][Player0]: 1 min,27
2527,lul,,0,[Team0][Player0]: lul,27
2528,commend void,,2,[Team0][Player2]: commend void,27
2529,GG,,3,[Team0][Player3]: GG,27
2530,void top,,3,[Team0][Player3]: void top,27
2531,против ам пацан пофармил зато,,3,[Team0][Player3]: против ам пацан пофармил зато,27
2532,изи,,8,[Team1][Player3]: изи,27
2533,gg,,6,[Team1][Player1]: gg,27
2534,изи,,8,[Team1][Player3]: изи,27
2535,Изи инво,,8,[Team1][Player3]: Изи инво,27
2536,_,,3,[Team0][Player3]: _,27
2537,+,,3,[Team0][Player3]: +,27
2538,lucky bear!,,7,[Team1][Player2]: lucky bear!,34
2539,LOL,,2,[Team0][Player2]: LOL,34
2540,:P,,7,[Team1][Player2]: :P,34
2541,tx for the free lane snipe,,7,[Team1][Player2]: tx for the free lane snipe,34
2542,:P,,7,[Team1][Player2]: :P,34
2543,Chrono for one?,,7,[Team1][Player2]: Chrono for one?,34
2544,and death,,7,[Team1][Player2]: and death,34
2545,:(,,7,[Team1][Player2]: :(,34
2546,ouch,,7,[Team1][Player2]: ouch,34
2547,gg,,7,[Team1][Player2]: gg,34
2548,YEAHH,,2,[Team0][Player2]: YEAHH,34
2549,tx sniper,,7,[Team1][Player2]: tx sniper,34
2550,GG,,2,[Team0][Player2]: GG,34
2551,gg,,3,[Team0][Player3]: gg,34
2552,gg,,3,[Team0][Player3]: gg,34
2553,gg,,0,[Team0][Player0]: gg,34
2554,can you finish fast,,4,[Team0][Player4]: can you finish fast,2
2555,бля квопа,,7,[Team1][Player2]: бля квопа,2
2556,умираешь(,,7,[Team1][Player2]: умираешь(,2
2557,не достану,,5,[Team1][Player0]: не достану,2
2558,ff,,4,[Team0][Player4]: ff,2
2559,reprot veng,,2,[Team0][Player2]: reprot veng,2
2560,plz,,2,[Team0][Player2]: plz,2
2561,finish mid,,4,[Team0][Player4]: finish mid,2
2562,wp,,0,[Team0][Player0]: wp,2
2563,uu,,8,[Team1][Player3]: uu,2
2564,GG,,8,[Team1][Player3]: GG,2
2565,EZ,,8,[Team1][Player3]: EZ,2
2566,_I_,,2,[Team0][Player2]: _I_,2
2567,слабый,,5,[Team1][Player0]: слабый,50
2568,сорь не успел нажать на тебя,,0,[Team0][Player0]: сорь не успел нажать на тебя,50
2569,блять морта 2 кнопачная что ты сука на меня все,,8,[Team1][Player3]: блять морта 2 кнопачная что ты сука на меня все,50
2570,на цм бм ахах,,3,[Team0][Player3]: на цм бм ахах,50
2571,камбек,,3,[Team0][Player3]: камбек,50
2572,ГГ,,9,[Team1][Player4]: ГГ,50
2573,изи,,5,[Team1][Player0]: изи,50
2574,изи лейты,,5,[Team1][Player0]: изи лейты,50
2575,MI AFK,,9,[Team1][Player4]: MI AFK,79
2576,VSTANEM,,9,[Team1][Player4]: VSTANEM,79
2577,tochno?>,,1,[Team0][Player1]: tochno?>,79
2578,DA,,9,[Team1][Player4]: DA,79
2579,YA SHAMAN ARC,,9,[Team1][Player4]: YA SHAMAN ARC,79
2580,V TRON IDITE,,9,[Team1][Player4]: V TRON IDITE,79
2581,NU YA TOHCNO,,9,[Team1][Player4]: NU YA TOHCNO,79
2582,AFK,,9,[Team1][Player4]: AFK,79
2583,kk,,1,[Team0][Player1]: kk,79
2584,PUSH,,9,[Team1][Player4]: PUSH,79
2585,?,,9,[Team1][Player4]: ?,79
2586,ILI POD FONTATN,,9,[Team1][Player4]: ILI POD FONTATN,79
2587,gg,,3,[Team0][Player3]: gg,79
2588,CHEREZ BKB,,9,[Team1][Player4]: CHEREZ BKB,79
2589,SAT NE RABOTAET,,9,[Team1][Player4]: SAT NE RABOTAET,79
2590,DAUN,,9,[Team1][Player4]: DAUN,79
2591,17,,0,[Team0][Player0]: 17,79
2592,),,1,[Team0][Player1]: ),79
2593,МИНУТА,,0,[Team0][Player0]: МИНУТА,79
2594,ХАХАХАХАХА,,0,[Team0][Player0]: ХАХАХАХАХА,79
2595,я не дотянулся придурок,,3,[Team0][Player3]: я не дотянулся придурок,79
2596,PRIKOL JE,,9,[Team1][Player4]: PRIKOL JE,79
2597,zaparil,,9,[Team1][Player4]: zaparil,79
2598,),,1,[Team0][Player1]: ),79
2599,psuhite,,9,[Team1][Player4]: psuhite,79
2600,пл сходи мид снеси,,6,[Team1][Player1]: пл сходи мид снеси,79
